id,title,release_date,runtime,genres,overview,vote_average,vote_count,cast,director,keywords,soup,sentiment_score
875828,Peaky Blinders: The Immortal Man,2026-03-05,112,"Crime, Drama","After his estranged son gets embroiled in a Nazi plot, self-exiled gangster Tommy Shelby must return to Birmingham to save his family — and his nation.",7.403,427,"Cillian Murphy, Barry Keoghan, Rebecca Ferguson",Tom Harper,"england, gangster, world war ii, period drama, 1940s, based on tv series","Crime Drama england gangster world war ii period drama 1940s based on tv series CillianMurphy,BarryKeoghan,RebeccaFerguson TomHarper",0.0
687163,Project Hail Mary,2026-03-15,157,"Science Fiction, Adventure","Science teacher Ryland Grace wakes up on a spaceship light years from home with no recollection of who he is or how he got there. As his memory returns, he begins to uncover his mission: solve the riddle of the mysterious substance causing the sun to die out. He must call on his scientific knowledge and unorthodox ideas to save everything on Earth from extinction… but an unexpected friendship means he may not have to do it alone.",8.2,506,"Ryan Gosling, James Ortiz, Sandra Hüller",Phil Lord,"based on novel or book, space travel, space mission, alien, space, science teacher, save the planet","Science Fiction Adventure based on novel or book space travel space mission alien space science teacher save the planet RyanGosling,JamesOrtiz,SandraHüller PhilLord",0.16666666666666666
83533,Avatar: Fire and Ash,2025-12-17,198,"Science Fiction, Adventure, Fantasy","In the wake of the devastating war against the RDA and the loss of their eldest son, Jake Sully and Neytiri face a new threat on Pandora: the Ash People, a violent and power-hungry Na'vi tribe led by the ruthless Varang. Jake's family must fight for their survival and the future of Pandora in a conflict that pushes them to their emotional and physical limits.",7.264,1934,"Sam Worthington, Zoe Saldaña, Sigourney Weaver",James Cameron,"witch, clone, space war, tribe, sequel, alien, transhumanism, family, space adventure, family dynamics, rival","Science Fiction Adventure Fantasy witch clone space war tribe sequel alien transhumanism family space adventure family dynamics rival SamWorthington,ZoeSaldaña,SigourneyWeaver JamesCameron",-0.38051948051948054
1290821,Shelter,2026-01-28,108,"Action, Crime, Thriller","A man living in self-imposed exile on a remote island rescues a young girl from a violent storm, setting off a chain of events that forces him out of seclusion to protect her from enemies tied to his past.",6.7,387,"Jason Statham, Bodhi Rae Breathnach, Michael Shaeffer",Ric Roman Waugh,"ghosts of the past, apologetic, solitary life","Action Crime Thriller ghosts of the past apologetic solitary life JasonStatham,BodhiRaeBreathnach,MichaelShaeffer RicRomanWaugh",-0.2625
1159559,Scream 7,2026-02-25,114,"Horror, Mystery, Crime","When a new Ghostface killer emerges in the quiet town where Sidney Prescott has built a new life, her darkest fears are realized as her daughter becomes the next target. Determined to protect her family, Sidney must face the horrors of her past to put an end to the bloodshed once and for all.",5.805,462,"Neve Campbell, Courteney Cox, Isabel May",Kevin Williamson,"mask, artificial intelligence (a.i.), sequel, murder, serial killer, slasher, whodunit, killing spree, blunt, self-referential, reboot, crime spree, disturbed, murder mystery, masked villain, murder spree, teen horror, apathetic","Horror Mystery Crime mask artificial intelligence (a.i.) sequel murder serial killer slasher whodunit killing spree blunt self-referential reboot crime spree disturbed murder mystery masked villain murder spree teen horror apathetic NeveCampbell,CourteneyCox,IsabelMay KevinWilliamson",0.004545454545454542
1523145,Your Heart Will Be Broken,2026-03-26,134,"Romance, Drama","High school student Polina is saved from bullying at her new school and makes a deal with the main bully Bars: he must pretend to be her boyfriend and protect her, and she must do everything he says. During this game, the couple develops real feelings, but her family and classmates have reasons to separate the lovers.",6.8,6,"Veronika Zhuravleva, Daniel Vegas, Alya Mayer",Mikhail Vaynberg,,"Romance Drama  VeronikaZhuravleva,DanielVegas,AlyaMayer MikhailVaynberg",0.0526060606060606
1265609,War Machine,2026-02-12,110,"Action, Science Fiction, Thriller","On one last grueling mission during Army Ranger training, a combat engineer must lead his unit in a fight against a giant otherworldly killing machine.",7.3,1157,"Alan Ritchson, Dennis Quaid, Stephan James",Patrick Hughes,"military training, military sci-fi, u.s. army ranger","Action Science Fiction Thriller military training military sci-fi u.s. army ranger AlanRitchson,DennisQuaid,StephanJames PatrickHughes",0.0
1171145,Crime 101,2026-02-11,141,"Crime, Thriller","When an elusive thief whose high-stakes heists unfold along the iconic 101 freeway in Los Angeles eyes the score of a lifetime, with hopes of this being his final job, his path collides with a disillusioned insurance broker who is facing her own crossroads. Determined to crack the case, a relentless detective closes in on the operation, raising the stakes even higher.",7.0,212,"Chris Hemsworth, Mark Ruffalo, Halle Berry",Bart Layton,"robbery, based on novel or book, jewelry, los angeles, california, police detective, diamond heist, insurance, lapd, motorcycle chase, jewel robbery, ford mustang, assertive, callous, antwerp diamonds","Crime Thriller robbery based on novel or book jewelry los angeles california police detective diamond heist insurance lapd motorcycle chase jewel robbery ford mustang assertive callous antwerp diamonds ChrisHemsworth,MarkRuffalo,HalleBerry BartLayton",0.3375
1198994,Send Help,2026-01-22,113,"Horror, Thriller, Comedy","Two colleagues become stranded on a deserted island, the only survivors of a plane crash. On the island, they must overcome past grievances and work together to survive, but ultimately, it's a battle of wills and wits to make it out alive.",7.0,518,"Rachel McAdams, Dylan O'Brien, Edyll Ismail",Sam Raimi,"bullying, role reversal, survival, struggle for survival, survival horror, deserted island, power struggle, colleagues, bullying in the workplace, plane crash, gender inequality, comedy thriller, comedy horror","Horror Thriller Comedy bullying role reversal survival struggle for survival survival horror deserted island power struggle colleagues bullying in the workplace plane crash gender inequality comedy thriller comedy horror RachelMcAdams,DylanO'Brien,EdyllIsmail SamRaimi",-0.0375
840464,Greenland 2: Migration,2026-01-07,98,"Adventure, Thriller, Science Fiction","Having found the safety of the Greenland bunker after the comet Clarke decimated the Earth, the Garrity family must now risk everything to embark on a perilous journey across the wasteland of Europe to find a new home.",6.4,688,"Gerard Butler, Morena Baccarin, Roman Griffin Davis",Ric Roman Waugh,"natural disaster, shelter, survival, disaster, shocking, frantic","Adventure Thriller Science Fiction natural disaster shelter survival disaster shocking frantic GerardButler,MorenaBaccarin,RomanGriffinDavis RicRomanWaugh",0.13636363636363635
1084187,Pretty Lethal,2026-03-13,88,"Action, Thriller, Horror",A troupe of ballerinas find themselves fighting for survival as they attempt to escape from a remote inn after their bus breaks down on the way to a dance competition.,6.661,28,"Maddie Ziegler, Lana Condor, Avantika",Vicky Jewson,"hungary, dance competition, ballerina, prima ballerina, remote inn, admiring, fight for survival, dance troupe","Action Thriller Horror hungary dance competition ballerina prima ballerina remote inn admiring fight for survival dance troupe MaddieZiegler,LanaCondor,Avantika VickyJewson",-0.12777777777777777
1297842,GOAT,2026-02-11,100,"Animation, Comedy, Family","A small goat with big dreams gets a once-in-a-lifetime shot to join the pros and play roarball, a high-intensity, co-ed, full-contact sport dominated by the fastest, fiercest animals in the world.",7.5,139,"Caleb McLaughlin, Gabrielle Union, Stephen Curry",Tyree Dillihay,"underdog, friendship, sports, allies, ambition, bullying, challenge, basketball, rivalry, coming of age, anthropomorphism, animals, intimidation, stereotype, basketball team, basketball player, big dreams, imaginary world, sneakers, vulture, playful, talking animal, anthropomorphic animal, athlete, inspirational, enemy, courage, feel good, heartwarming, exciting, fantasy sports, admiring, amused, joyful, sports comedy","Animation Comedy Family underdog friendship sports allies ambition bullying challenge basketball rivalry coming of age anthropomorphism animals intimidation stereotype basketball team basketball player big dreams imaginary world sneakers vulture playful talking animal anthropomorphic animal athlete inspirational enemy courage feel good heartwarming exciting fantasy sports admiring amused joyful sports comedy CalebMcLaughlin,GabrielleUnion,StephenCurry TyreeDillihay",-0.125
1084242,Zootopia 2,2025-11-26,108,"Animation, Comedy, Adventure, Family, Mystery","After cracking the biggest case in Zootopia's history, rookie cops Judy Hopps and Nick Wilde find themselves on the twisting trail of a great mystery when Gary De'Snake arrives and turns the animal metropolis upside down. To crack the case, Judy and Nick must go undercover to unexpected new parts of town, where their growing partnership is tested like never before.",7.6,2331,"Ginnifer Goodwin, Jason Bateman, Ke Huy Quan",Jared Bush,"snake, bunny, fox, cop, sequel, anthropomorphism, animals, displacement, buddy cop, buddy comedy, complex, playful, talking animal, 3d animation, embarrassed, excited","Animation Comedy Adventure Family Mystery snake bunny fox cop sequel anthropomorphism animals displacement buddy cop buddy comedy complex playful talking animal 3d animation embarrassed excited GinniferGoodwin,JasonBateman,KeHuyQuan JaredBush",0.2202020202020202
1381216,Lake Jesup: Bonecrusher's Revenge,2024-05-01,87,"Horror, Comedy, Adventure","In 2003, Lake Jesup became the stage for a real-life horror story, as a monstrous alligator escaped from captivity and began a reign of terror. As the body count rose, a desperate hunt ensued to stop the creature.",6.1,22,"Derek Russo, Jeff Benninghofen, Michael Houston King",Michael Houston King,"alligator, alligator hunter, lake monster","Horror Comedy Adventure alligator alligator hunter lake monster DerekRusso,JeffBenninghofen,MichaelHoustonKing MichaelHoustonKing",0.0
1193501,Whistle,2026-01-20,100,"Horror, Mystery","A misfit group of unwitting high school students stumble upon a cursed object, an ancient Aztec Death Whistle. They discover that blowing the whistle and the terrifying sound it emits will summon their future deaths to hunt them down.",6.014,183,"Dafne Keen, Sophie Nélisse, Sky Yang",Corin Hardy,"high school, grave, evil spirit, school, death, whistle, based on short story, supernatural horror, cautionary, cursed object, teen horror, horror, straightforward","Horror Mystery high school grave evil spirit school death whistle based on short story supernatural horror cautionary cursed object teen horror horror straightforward DafneKeen,SophieNélisse,SkyYang CorinHardy",-0.10759259259259259
1316092,"""Wuthering Heights""",2026-02-11,136,"Romance, Drama","Tragedy strikes when Heathcliff falls in love with Catherine Earnshaw, a woman from a wealthy family in 18th-century England.",6.378,560,"Margot Robbie, Jacob Elordi, Hong Chau",Emerald Fennell,"dying and death, infidelity, based on novel or book, forbidden love, grief, orphan, period drama, sexual sadism, kinky, foster child, 18th century, woman director, disturbed, gothic romance, whitewashing, passion and romance, romantic drama, violence, depressing, bitter, conceited, cruel, ghoulish, melodramatic, gothic period, pettiness, period romance, sensual","Romance Drama dying and death infidelity based on novel or book forbidden love grief orphan period drama sexual sadism kinky foster child 18th century woman director disturbed gothic romance whitewashing passion and romance romantic drama violence depressing bitter conceited cruel ghoulish melodramatic gothic period pettiness period romance sensual MargotRobbie,JacobElordi,HongChau EmeraldFennell",0.5
680493,Return to Silent Hill,2026-01-21,106,"Mystery, Drama, Horror","When James receives a mysterious letter from his lost love Mary, he is drawn to Silent Hill—a once-familiar town now consumed by darkness. As he searches for her, James faces monstrous creatures and unravels a terrifying truth that will push him to the edge of his sanity.",5.007,293,"Jeremy Irvine, Hannah Emily Anderson, Evie Templeton",Christophe Gans,"monster, wife, supernatural, letter, painter, sequel, punishment, love, survival, murder, creature, based on video game, ghost town, psychological, plot twist, psychological horror, violence, cliché","Mystery Drama Horror monster wife supernatural letter painter sequel punishment love survival murder creature based on video game ghost town psychological plot twist psychological horror violence cliché JeremyIrvine,HannahEmilyAnderson,EvieTempleton ChristopheGans",-0.125
1327819,Hoppers,2026-03-04,105,"Animation, Family, Science Fiction, Comedy, Adventure","Scientists have discovered how to 'hop' human consciousness into lifelike robotic animals, allowing people to communicate with animals as animals. Animal lover Mabel seizes an opportunity to use the technology, uncovering mysteries within the animal world beyond anything she could have imagined.",7.6,299,"Piper Curda, Bobby Moynihan, Jon Hamm",Daniel Chong,"human vs nature, beaver, transhumanism, consciousness, aftercreditsstinger, duringcreditsstinger, human becoming an animal, robotic animal, 3d animation, lighthearted, whimsical, oregon","Animation Family Science Fiction Comedy Adventure human vs nature beaver transhumanism consciousness aftercreditsstinger duringcreditsstinger human becoming an animal robotic animal 3d animation lighthearted whimsical oregon PiperCurda,BobbyMoynihan,JonHamm DanielChong",0.06666666666666667
1236153,Mercy,2026-01-20,99,"Science Fiction, Action, Thriller","In the near future, a detective stands on trial accused of murdering his wife. He has ninety minutes to prove his innocence to the advanced AI Judge he once championed, before it determines his fate.",7.055,850,"Chris Pratt, Rebecca Ferguson, Kali Reis",Timur Bekmambetov,"race against time, mission, artificial intelligence (a.i.), bomb, kidnapping, los angeles, california, false accusations, innocent suspect, father daughter relationship, criminal justice system, evidence room, near future, screenlife, intense, crime, ridiculous, dystopian sci-fi","Science Fiction Action Thriller race against time mission artificial intelligence (a.i.) bomb kidnapping los angeles california false accusations innocent suspect father daughter relationship criminal justice system evidence room near future screenlife intense crime ridiculous dystopian sci-fi ChrisPratt,RebeccaFerguson,KaliReis TimurBekmambetov",0.16666666666666666
1634301,Vanaveera,2026-02-13,0,"Action, Drama",A descendant of the Vanara clan is pushed into conflict when a modern-day Ravana seizes his only bike for an election rally. What starts as a petty injustice soon erupts into a fierce fight for self-respect and dignity.,7.0,3,"Chammak Chandra, Simran Choudhary, Nandu Vijay Krishna",Unknown,,"Action Drama  ChammakChandra,SimranChoudhary,NanduVijayKrishna Unknown",0.0
1311031,Demon Slayer: Kimetsu no Yaiba Infinity Castle,2025-07-18,156,"Animation, Action, Fantasy","The Demon Slayer Corps are drawn into the Infinity Castle, where Tanjiro, Nezuko, and the Hashira face terrifying Upper Rank demons in a desperate fight as the final battle against Muzan Kibutsuji begins.",7.671,770,"Natsuki Hanae, Takahiro Sakurai, Akira Ishida",Haruo Sotozaki,"supernatural, sequel, based on manga, demon, shounen, anime, brother sister relationship, taisho period","Animation Action Fantasy supernatural sequel based on manga demon shounen anime brother sister relationship taisho period NatsukiHanae,TakahiroSakurai,AkiraIshida HaruoSotozaki",-0.48
1582770,Dhurandhar: The Revenge,2026-03-18,235,"Action, Crime, Thriller","As rival gangs, corrupt officials and a ruthless Major Iqbal close in, Hamza's mission for his country spirals into a bloody personal war where the line between patriot and monster disappears in the streets of Lyari.",7.9,27,"Ranveer Singh, Arjun Rampal, R. Madhavan",Aditya Dhar,"undercover, espionage, spy, patriotism, nationalism, gore, gang leader, pakistan, sequel, torture, india, terrorist attack, undercover operation, gun violence, aftercreditsstinger, duringcreditsstinger, bloodshed, political corruption, grand, weapons, excited","Action Crime Thriller undercover espionage spy patriotism nationalism gore gang leader pakistan sequel torture india terrorist attack undercover operation gun violence aftercreditsstinger duringcreditsstinger bloodshed political corruption grand weapons excited RanveerSingh,ArjunRampal,R.Madhavan AdityaDhar",-0.44749999999999995
1168190,The Wrecking Crew,2026-01-28,125,"Action, Comedy, Crime, Mystery","Estranged half-brothers Jonny and James reunite after their father's mysterious death. As they search for the truth, buried secrets reveal a conspiracy threatening to tear their family apart.",6.89,830,"Dave Bautista, Jason Momoa, Temuera Morrison",Ángel Manuel Soto,"reunion, helicopter chase, brother brother relationship, lighthearted, ambivalent, defiant, loss of father","Action Comedy Crime Mystery reunion helicopter chase brother brother relationship lighthearted ambivalent defiant loss of father DaveBautista,JasonMomoa,TemueraMorrison ÁngelManuelSoto",0.0
1088434,Hellfire,2026-02-05,94,"Action, Thriller",A drifter with a mysterious past arrives in a small town and finds the residents in the grip of a ruthless crime boss and realizes he has to help them.,6.893,61,"Stephen Lang, Harvey Keitel, Scottie Thompson",Isaac Florentine,,"Action Thriller  StephenLang,HarveyKeitel,ScottieThompson IsaacFlorentine",-0.375
1419406,The Shadow's Edge,2025-08-16,142,"Action, Crime, Drama, Thriller",Macau Police brings the tracking expert police officer out of retirement to help catch a dangerous group of professional thieves.,7.22,521,"Jackie Chan, Zhang Zifeng, Tony Leung Ka-fai",Larry Yang,,"Action Crime Drama Thriller  JackieChan,ZhangZifeng,TonyLeungKa-fai LarryYang",-0.25
1426297,Play Dead,2025-03-29,72,Horror,"A woman wakes up injured in a basement surrounded by corpses. To survive, she pretends to be dead while a grotesque ritual unfolds in the house above.",6.1,29,"Paula Brasca, Damián Del Castillo, Marta Quarleri",Carlos Goitia,"kidnapping, serial killer, survival horror","Horror kidnapping serial killer survival horror PaulaBrasca,DamiánDelCastillo,MartaQuarleri CarlosGoitia",-0.25
1314786,Agent Zeta,2026-03-20,133,"Drama, Thriller","Four Spanish ex-intelligence officers are assassinated simultaneously worldwide. The CNI discovers all participated in the covert ""Operation Ciénaga"" decades ago in Colombia. Zeta, the CNI's best operative, must hunt and protect the sole survivor, facing his deadliest global mission yet. Top Colombian agent Alfa will join Zeta, seemingly knowing more about ""Ciénaga""'s secrets than him.",6.8,50,"Mario Casas, Mariela Garriga, Luis Zahera",Dani de la Torre,spy thriller,"Drama Thriller spy thriller MarioCasas,MarielaGarriga,LuisZahera DanidelaTorre",0.3333333333333333
1572073,The Deadly Little Mermaid,2026-03-06,80,Horror,"Some secrets are better left at the bottom of the ocean. Once she's in your house, there is no escape. When a struggling artist pulls a beautiful, unconscious woman from the freezing coastal waters, he thinks he’s performed a miracle. But as she recovers within the walls of his secluded home, a series of unsettling events leads him to a terrifying realization: her presence is no coincidence. She is inextricably linked to the same watery grave that claimed his family years ago.",5.412,17,"Elliott Eason, Sophia Carroll, Eleanor Mackenzie",Cameron Uzoka,,"Horror  ElliottEason,SophiaCarroll,EleanorMackenzie CameronUzoka",-0.024999999999999984
1368166,The Housemaid,2025-12-18,131,"Mystery, Thriller","Trying to escape her past, Millie Calloway accepts a job as a live-in housemaid for the wealthy Nina and Andrew Winchester. But what begins as a dream job quickly unravels into something far more dangerous—a sexy, seductive game of secrets, scandal, and power.",7.216,1612,"Sydney Sweeney, Amanda Seyfried, Brandon Sklenar",Paul Feig,"based on novel or book, psychological thriller, housekeeper, attic, housemaid, adaptation, dramatic, mystery, suspense thriller, amused","Mystery Thriller based on novel or book psychological thriller housekeeper attic housemaid adaptation dramatic mystery suspense thriller amused SydneySweeney,AmandaSeyfried,BrandonSklenar PaulFeig",0.18333333333333332
999136,Do Not Enter,2026-03-19,91,Horror,"A group of young explorers investigates an old abandoned hotel, only to encounter a strange supernatural being and a competing group looking for a legendary hidden treasure.",5.484,32,"Francesca Reale, Nicholas Hamilton, Adeline Rudolph",Marc Klasfeld,"hotel, new jersey, based on novel or book, supernatural creature, million in cash, urban exploration, abandoned building, urban explorers, supernatural horror, abandoned hotel","Horror hotel new jersey based on novel or book supernatural creature million in cash urban exploration abandoned building urban explorers supernatural horror abandoned hotel FrancescaReale,NicholasHamilton,AdelineRudolph MarcKlasfeld",0.16428571428571428
13012,Felon,2008-07-17,103,"Crime, Drama, Thriller, Action",A family man convicted of killing an intruder must cope with life afterward in the violent penal system.,7.1,957,"Stephen Dorff, Val Kilmer, Harold Perrineau",Ric Roman Waugh,"prison, neo-nazism, tattoo, court, fight, murder, inmate, break in, prison riot, tear gas, san quentin, aryan","Crime Drama Thriller Action prison neo-nazism tattoo court fight murder inmate break in prison riot tear gas san quentin aryan StephenDorff,ValKilmer,HaroldPerrineau RicRomanWaugh",-0.8
467905,How to Make a Killing,2026-02-19,105,"Comedy, Thriller","Disowned at birth by his obscenely wealthy family, blue-collar Becket Redfellow will stop at nothing to reclaim his inheritance, no matter how many relatives stand in his way.",7.1,81,"Glen Powell, Margaret Qualley, Jessica Henwick",John Patton Ford,"remake, inheritance, heir, disowned, revenge thriller, family fortune, black comedy","Comedy Thriller remake inheritance heir disowned revenge thriller family fortune black comedy GlenPowell,MargaretQualley,JessicaHenwick JohnPattonFord",0.5
755898,War of the Worlds,2025-07-29,91,"Science Fiction, Thriller","Will Radford is a top analyst for Homeland Security who tracks potential threats through a mass surveillance program, until one day an attack by an unknown entity leads him to question whether the government is hiding something from him... and from the rest of the world.",4.169,935,"Ice Cube, Eva Longoria, Clark Gregg",Rich Lee,"government, attack, privacy, surveillance, cybersecurity, district, online privacy, screenlife, war","Science Fiction Thriller government attack privacy surveillance cybersecurity district online privacy screenlife war IceCube,EvaLongoria,ClarkGregg RichLee",0.13333333333333333
934468,Mrs Sen,2013-07-11,122,Drama,"On the wee hours of a December morning, the ring of a telephone shatters the quietness of the Sen household. Anuradha, Who answers the call, is stunned to hear the caller on the other side of the line. Her husband had met with a fatal accident in Thailand and had sunk into coma and she needed to take the next available flight and reach the hospital. Both Anuradha and Sohini's world are shattered. Both the Mrs. Sen did not know how to address this crisis that they had never imagined in their wildest dreams. Somnath's body is cremated and Anuradha wants to carry the ashes to India, to Somnath's father for the last rights. Sohini does not object, as she is about to set for the Airport, Sohini faints. The doctor is called and he asks Anuradha to admit Sohini to the Hospital once more. In the Hospital, Sohini is diagnosed as having her internal organs damaged and internal bleeding happening. Doctor's however clearly mention that it was only days before Sohini would actually die.",0.0,0,"Rituparna Sengupta, Hrishitaa Bhatt, Rohit Roy",Agnidev Chatterjee,,"Drama  RituparnaSengupta,HrishitaaBhatt,RohitRoy AgnidevChatterjee",0.08125
55663,Dinosaurus!,1960-07-20,85,"Science Fiction, Horror","After undersea explosions near a Caribbean island, prehistoric creatures are unleashed on the unsuspecting population.",5.8,47,"Ward Ramsey, Paul Lukather, Kristina Hanson",Irvin S. Yeaworth Jr.,"island, brontosaurus, tyrannosaurus rex, dinosaur, caribbean sea, caveman","Science Fiction Horror island brontosaurus tyrannosaurus rex dinosaur caribbean sea caveman WardRamsey,PaulLukather,KristinaHanson IrvinS.YeaworthJr.",0.1
1234731,Anaconda,2025-12-24,100,"Adventure, Comedy, Horror","A group of friends facing mid-life crises head to the rainforest with the intention of remaking their favorite movie from their youth, only to find themselves in a fight for their lives against natural disasters, giant snakes and violent criminals.",5.882,845,"Jack Black, Paul Rudd, Steve Zahn",Tom Gormican,"snake, animal attack, amazon rainforest, film in film, jungle, reptile, anaconda, reboot, animal horror, meta, amused, bold","Adventure Comedy Horror snake animal attack amazon rainforest film in film jungle reptile anaconda reboot animal horror meta amused bold JackBlack,PaulRudd,SteveZahn TomGormican",-0.040000000000000015
573,Frenzy,1972-05-25,116,"Crime, Thriller, Horror","London is terrorized by a vicious sex killer known as The Necktie Murderer. Following the brutal slaying of his ex-wife, down-on-his-luck Richard Blaney is suspected by the police of being the killer. He goes on the run, determined to prove his innocence.",7.1,998,"Jon Finch, Barry Foster, Barbara Leigh-Hunt",Alfred Hitchcock,"london, england, rape, police, girlfriend, truck, murder, serial killer, psychological thriller, pin, ex-wife, necktie, sack, potatoes, produce seller","Crime Thriller Horror london england rape police girlfriend truck murder serial killer psychological thriller pin ex-wife necktie sack potatoes produce seller JonFinch,BarryFoster,BarbaraLeigh-Hunt AlfredHitchcock",-0.625
1367763,Lilly Lives Alone,2025-08-22,99,"Horror, Thriller","Guided by the ghost of her daughter, a guilt-ridden mother plunges into madness through the course of drug-fueled fever dream.",6.667,3,"Shannon Beeby, Jeffrey Combs, Erin Way",Martin Melnick,,"Horror Thriller  ShannonBeeby,JeffreyCombs,ErinWay MartinMelnick",0.0
1123287,Milli Vanilli,2023-06-10,106,"Music, Documentary","The story of Robert Pilatus and Fabrice Morvan, who became fast friends during their youth in Germany. With Rob coming from a broken home and Fabrice having left an abusive household, they shared a similar upbringing, as well as a future goal: to become famous superstars. In a few short years, their dreams came true. Rob and Fab, better known as Milli Vanilli, became the world's most popular pop duo in 1990 and won the GRAMMY for Best New Artist. However, their ascension to success came with a devastating price that ultimately led to their infamous undoing.",7.2,59,"Fab Morvan, Rob Pilatus, Downtown Julie Brown",Luke Korem,"pop music, 80s style, 80s throwback, music documentary, pop music duo, music","Music Documentary pop music 80s style 80s throwback music documentary pop music duo music FabMorvan,RobPilatus,DowntownJulieBrown LukeKorem",0.11035353535353533
848116,Rocky Aur Rani Kii Prem Kahaani,2023-07-28,179,"Comedy, Drama, Family, Romance","Gym-freak brat Rocky falls in love with Rani, who comes from a well-educated Bengali family. Being from polar opposite worlds, the two decide to switch their families to adjust to each other's cultures and backgrounds and to know if their marriage will survive. Rocky and Rani are trapped in a world where they are united by love but divided by families and the ultimate question is will they fit in?",6.0,76,"Alia Bhatt, Ranveer Singh, Jaya Bachchan",Karan Johar,"musical, nostalgia, love interest, nostalgic, wealthy family","Comedy Drama Family Romance musical nostalgia love interest nostalgic wealthy family AliaBhatt,RanveerSingh,JayaBachchan KaranJohar",0.12395833333333334
1242898,Predator: Badlands,2025-11-05,107,"Action, Science Fiction, Adventure","Cast out from his clan, a young Predator finds an unlikely ally in a damaged android and embarks on a treacherous journey in search of the ultimate adversary.",7.696,2482,"Elle Fanning, Dimitrius Schuster-Koloamatangi, Ravi Narayan",Dan Trachtenberg,"survival, outcast, alien planet, team up, intense","Action Science Fiction Adventure survival outcast alien planet team up intense ElleFanning,DimitriusSchuster-Koloamatangi,RaviNarayan DanTrachtenberg",-0.13333333333333333
101307,Rage,1972-11-22,100,"Drama, Thriller","An accidental nerve gas leak by the military kills not only a rancher's livestock, but also his son. When he tries to hold the military accountable for their actions, he runs up against a wall of silence.",6.5,21,"George C. Scott, Richard Basehart, Martin Sheen",George C. Scott,"wyoming, usa, us army, exploding building, one man army, exploding car, german shepherd, government cover-up, government conspiracy, disaster movie, army base, research laboratory, chemical disaster, dead son, nerve gas, defense plant, preventable accident, bomb making, avenging father, secret handshake, bombed building, rancher, deadly chemicals, military cover-up, gun death, hospitalet de llobregat","Drama Thriller wyoming usa us army exploding building one man army exploding car german shepherd government cover-up government conspiracy disaster movie army base research laboratory chemical disaster dead son nerve gas defense plant preventable accident bomb making avenging father secret handshake bombed building rancher deadly chemicals military cover-up gun death hospitalet de llobregat GeorgeC.Scott,RichardBasehart,MartinSheen GeorgeC.Scott",-0.07500000000000001
515771,Lady Bodyguard,1943-01-02,69,Comedy,"A.C.Baker, advertising executive for an insurance company, approaches test pilot Terry Moore with a proposition that in return for using his picture and endorsement he will get a paid-for-a-year $1000 policy. High-risk Terry agrees. George MacAlister fires his secretary, Miss Tracy, just as she is typing up the policy and she, for spite, changes the amount from a thousand dollars to one million dollars. A.C. delivers the policy, without noticing the difference, to Terry at a party at the Frolics Club, a cheap joint wedged between a burlesque house and a flop house hotel. Three characters, an elderly hat-check ""girl"" known as Mother Hodges; Avery Jamieson, a broken-down actor; and bartender Harry Gargan are named beneficiaries. When the company discovers the error, A.C. is sent to get back the policy and, pending that, don't let Terry make any test flights.",4.0,2,"Anne Shirley, Eddie Albert, Raymond Walburn",William Clemens,"airplane, flyer, romance, misunderstanding, insurance","Comedy airplane flyer romance misunderstanding insurance AnneShirley,EddieAlbert,RaymondWalburn WilliamClemens",0.2
634649,Spider-Man: No Way Home,2021-12-15,148,"Action, Adventure, Science Fiction","Peter Parker is unmasked and no longer able to separate his normal life from the high-stakes of being a super-hero. When he asks for help from Doctor Strange the stakes become even more dangerous, forcing him to discover what it truly means to be Spider-Man.",7.933,21702,"Tom Holland, Zendaya, Benedict Cumberbatch",Jon Watts,"new york city, hero, showdown, magic, loss of loved one, secret identity, superhero, villain, portal, based on comic, sequel, vigilante, superhero team, masked vigilante, spider web, alternative reality, aftercreditsstinger, duringcreditsstinger, marvel cinematic universe (mcu), masked superhero, fight for justice, teen superhero, superhero teamup, returning hero, teamwork, excited","Action Adventure Science Fiction new york city hero showdown magic loss of loved one secret identity superhero villain portal based on comic sequel vigilante superhero team masked vigilante spider web alternative reality aftercreditsstinger duringcreditsstinger marvel cinematic universe (mcu) masked superhero fight for justice teen superhero superhero teamup returning hero teamwork excited TomHolland,Zendaya,BenedictCumberbatch JonWatts",0.10000000000000002
14638,The Killers,1946-08-30,103,"Crime, Mystery, Thriller","Two hit men walk into a diner asking for a man called ""the Swede"". When the killers find the Swede, he's expecting them and doesn't put up a fight. Since the Swede had a life insurance policy, an investigator, on a hunch, decides to look into the murder. As the Swede's past is laid bare, it comes to light that he was in love with a beautiful woman who may have lured him into pulling off a bank robbery overseen by another man.",7.3,430,"Edmond O'Brien, Burt Lancaster, Ava Gardner",Robert Siodmak,"small town, new jersey, gas station, boxer, heist, femme fatale, film noir, murder, black and white, attempted robbery, insurance investigator, hemingway","Crime Mystery Thriller small town new jersey gas station boxer heist femme fatale film noir murder black and white attempted robbery insurance investigator hemingway EdmondO'Brien,BurtLancaster,AvaGardner RobertSiodmak",0.30999999999999994
